field_152963_o,field_152963_o,net/minecraft/client/stream/TwitchStream
field_71183_e,otherPlayerMPZ,net/minecraft/client/entity/EntityOtherPlayerMP
field_78799_b,textureHeight,net/minecraft/client/model/ModelRenderer
field_147529_c,field_147529_c,net/minecraft/client/renderer/tileentity/RenderEndPortal
field_135069_b,field_135069_b,net/minecraft/inventory/ContainerRepair$2
DoneTestingServer,DoneTestingServer,net/minecraft/client/stream/IngestServerTester$IngestTestState
field_75852_a,pathPoints,net/minecraft/pathfinding/Path
field_151191_b,jsonSerializableValue,net/minecraft/util/TupleIntJsonSerializable
field_111173_c,name,net/minecraft/entity/ai/attributes/AttributeModifier
field_150710_d,field_150710_d,net/minecraft/util/WeightedRandomFishable
field_150554_b,field_150554_b,net/minecraft/world/gen/feature/WorldGenIcePath
field_149850_M,field_149850_M,net/minecraft/block/BlockFire
field_82678_d,cropTypeC,net/minecraft/world/gen/structure/StructureVillagePieces$Field1
field_78811_r,displayList,net/minecraft/client/model/ModelRenderer
field_73098_k,posX,net/minecraft/server/management/ItemInWorldManager
field_78117_n,isSneak,net/minecraft/client/model/ModelBiped
field_70573_ar,portalPosY,net/minecraft/client/particle/EntityPortalFX
field_76410_B,field_76410_B,net/minecraft/potion/Potion
field_73061_a,mcServer,net/minecraft/world/WorldServer
field_76790_z,color,net/minecraft/world/biome/BiomeGenBase
field_78131_d,leg1,net/minecraft/client/model/ModelCreeper
field_82627_a,worldObj,net/minecraft/block/BlockSourceImpl
field_147913_i,renderBlocksRi,net/minecraft/client/renderer/entity/RenderItem
field_153056_n,field_153056_n,net/minecraft/client/stream/IngestServerTester
field_148885_b,field_148885_b,net/minecraft/network/play/server/S23PacketBlockChange
field_78230_a,cube,net/minecraft/client/model/ModelEnderCrystal
field_71137_h,isChangingQuantityOnly,net/minecraft/entity/player/EntityPlayerMP
field_82414_a,witchModel,net/minecraft/client/renderer/entity/RenderWitch
field_147540_b,field_147540_b,net/minecraft/client/renderer/entity/RenderEnchantmentTable
field_76234_F,materialMapColor,net/minecraft/block/material/Material
field_70976_f,ringBufferIndex,net/minecraft/entity/boss/EntityDragon
field_75978_a,statName,net/minecraft/stats/StatBase
field_76716_d,offsets,net/minecraft/world/chunk/storage/RegionFile
field_76757_N,worldGeneratorTrees,net/minecraft/world/biome/BiomeGenBase
field_94536_g,field_94536_g,net/minecraft/inventory/Container
field_94239_h,field_94239_h,net/minecraft/client/renderer/texture/TextureClock
field_150528_a,field_150528_a,net/minecraft/world/gen/feature/WorldGenShrub
field_71561_b,commandSet,net/minecraft/command/CommandHandler
field_75065_b,selectedBlockMetaData,net/minecraft/world/gen/structure/StructureComponent$BlockSelector
field_77350_z,name,net/minecraft/enchantment/Enchantment
field_82915_S,theWorldGenerator,net/minecraft/world/biome/BiomeGenHills
field_148176_l,field_148176_l,net/minecraft/client/gui/GuiLanguage$List
field_82856_l,stackSizeToBeUsedInRepair,net/minecraft/inventory/ContainerRepair
field_147011_y,field_147011_y,net/minecraft/client/gui/inventory/GuiContainer
field_151476_f,logger,net/minecraft/entity/SharedMonsterAttributes
field_75513_b,worldObj,net/minecraft/pathfinding/PathNavigate
field_151659_e,clothColor,net/minecraft/block/material/MapColor
field_75126_c,foodExhaustionLevel,net/minecraft/util/FoodStats
field_74363_ab,language,net/minecraft/client/settings/GameSettings
field_146127_k,id,net/minecraft/client/gui/GuiButton
field_149527_e,field_149527_e,net/minecraft/network/play/client/C15PacketClientSettings
field_148957_a,field_148957_a,net/minecraft/network/play/server/S0CPacketSpawnPlayer
field_111193_e,playerInstanceList,net/minecraft/server/management/PlayerManager
field_72999_e,scheduledUpdatesAreImmediate,net/minecraft/world/World
field_71465_an,debugProfilerName,net/minecraft/client/Minecraft
field_146454_h,field_146454_h,net/minecraft/client/gui/GuiLanguage
field_151593_r,carpet,net/minecraft/block/material/Material
field_147166_l,categoryName,net/minecraft/client/audio/SoundCategory
Stage,Stage,net/minecraft/entity/item/EntityPainting$EnumArt
field_151680_x,silverColor,net/minecraft/block/material/MapColor
PERFORM_RESPAWN,PERFORM_RESPAWN,net/minecraft/network/play/client/C16PacketClientStatus$EnumState
field_72782_b,theWorldServer,net/minecraft/world/WorldManager
field_73019_z,saveHandler,net/minecraft/world/World
field_110899_a,ironGolemTextures,net/minecraft/client/renderer/entity/RenderIronGolem
field_75345_d,field_75345_d,net/minecraft/entity/ai/EntityAIFollowParent
field_82663_c,layerFillBlockMeta,net/minecraft/world/gen/FlatLayerInfo
field_146807_u,field_146807_u,net/minecraft/client/gui/GuiMultiplayer
field_71161_cj,field_71161_cj,net/minecraft/client/entity/EntityPlayerSP
field_151077_bg,cooked_chicken,net/minecraft/init/Items
field_152869_e,field_152869_e,net/minecraft/client/stream/BroadcastController
field_151051_r,stone_shovel,net/minecraft/init/Items
field_76799_E,reedsPerChunk,net/minecraft/world/biome/BiomeDecorator
field_152799_a,field_152799_a,net/minecraft/client/resources/SkinManager$3
field_150338_P,brown_mushroom,net/minecraft/init/Blocks
field_147070_D,field_147070_D,net/minecraft/client/gui/GuiEnchantment
field_70847_d,heightOffset,net/minecraft/entity/monster/EntityBlaze
field_72780_y,minBlockX,net/minecraft/client/renderer/RenderGlobal
$VALUES,$VALUES,net/minecraft/enchantment/EnumEnchantmentType
field_77777_bU,maxStackSize,net/minecraft/item/Item
field_82587_b,theNBTTagCompound,net/minecraft/nbt/NBTTagCompound$2
field_78423_f,cameraZ,net/minecraft/client/renderer/RenderList
field_149073_c,field_149073_c,net/minecraft/network/play/server/S14PacketEntity
field_151059_bz,fire_charge,net/minecraft/init/Items
field_78859_a,mc,net/minecraft/client/multiplayer/ServerList
field_76443_y,field_76443_y,net/minecraft/potion/Potion
field_152888_x,field_152888_x,net/minecraft/client/stream/BroadcastController
field_70567_ar,field_70567_ar,net/minecraft/client/particle/EntityEnchantmentTableParticleFX
field_150349_c,grass,net/minecraft/init/Blocks
field_73115_a,miningPlayerEntId,net/minecraft/client/renderer/DestroyBlockProgress
field_147941_i,field_147941_i,net/minecraft/client/renderer/entity/RenderManager
field_82639_c,currentSpeed,net/minecraft/entity/ai/EntityAIControlledByPlayer
field_145852_a,logger,net/minecraft/tileentity/TileEntity
field_92054_ax,field_92054_ax,net/minecraft/client/particle/EntityFireworkSparkFX
field_71577_f,rotateRight,net/minecraft/util/Direction
field_78209_a,spiderHead,net/minecraft/client/model/ModelSpider
field_110890_f,spiderTextures,net/minecraft/client/renderer/entity/RenderSpider
field_78436_b,imageWidth,net/minecraft/client/renderer/ImageBufferDownload
field_76314_c,zCoord,net/minecraft/world/gen/NoiseGeneratorImproved
field_151086_cn,record_11,net/minecraft/init/Items
field_92056_a,fireworkAge,net/minecraft/entity/item/EntityFireworkRocket
field_152814_d,field_152814_d,net/minecraft/client/stream/Metadata
field_150360_v,sponge,net/minecraft/init/Blocks
field_147041_z,field_147041_z,net/minecraft/client/gui/GuiMerchant
creature,creature,net/minecraft/entity/EnumCreatureType
field_71456_v,ingameGUI,net/minecraft/client/Minecraft
field_75061_e,biomelist,net/minecraft/world/gen/structure/MapGenScatteredFeature
field_150769_h,field_150769_h,net/minecraft/network/EnumConnectionState
field_150531_a,field_150531_a,net/minecraft/world/gen/feature/WorldGenForest
field_75020_c,expandsZ,net/minecraft/world/gen/structure/StructureStrongholdPieces$Straight
field_149015_e,field_149015_e,net/minecraft/network/play/server/S0EPacketSpawnObject
field_74839_a,localizedName,net/minecraft/util/StatCollector
field_77281_g,affectedBlockPositions,net/minecraft/world/Explosion
field_74513_e,pressed,net/minecraft/client/settings/KeyBinding
field_146268_i,field_146268_i,net/minecraft/client/gui/achievement/GuiAchievement
field_77585_a,recipePatterns,net/minecraft/item/crafting/RecipesWeapons
$VALUES,$VALUES,net/minecraft/util/Session$Type
field_149980_b,field_149980_b,net/minecraft/block/BlockBed
field_70744_aE,scoreValue,net/minecraft/entity/EntityLivingBase
field_149237_h,field_149237_h,net/minecraft/network/play/server/S2APacketParticles
field_150644_aH,field_150644_aH,net/minecraft/world/biome/BiomeGenTaiga
field_146008_p,field_146008_p,net/minecraft/tileentity/TileEntityBeacon
field_147332_c,logger,net/minecraft/server/network/NetHandlerLoginServer
field_94190_b,originY,net/minecraft/client/renderer/texture/Stitcher$Slot
field_76584_c,depthBitsPlusFour,net/minecraft/world/chunk/NibbleArray
field_147671_l,field_147671_l,net/minecraft/client/audio/MovingSoundMinecartRiding
field_151430_f,resourceKey,net/minecraft/entity/player/EntityPlayer$EnumChatVisibility
field_94255_a,textureType,net/minecraft/client/renderer/texture/TextureMap
field_70582_as,field_70582_as,net/minecraft/client/particle/EntityLargeExplodeFX
field_73973_d,buttonResetDemo,net/minecraft/client/gui/GuiMainMenu
field_148534_e,field_148534_e,net/minecraft/client/resources/ResourcePackRepository
field_75027_a,strongholdPieceWeight,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2
field_110888_a,saddledPigTextures,net/minecraft/client/renderer/entity/RenderPig
field_147662_b,volume,net/minecraft/client/audio/PositionedSound
field_96644_g,field_96644_g,net/minecraft/scoreboard/ScoreDummyCriteria
SKIN_HEAD_U,SKIN_HEAD_U,net/minecraft/realms/RealmsScreen
STREAM_FPS,STREAM_FPS,net/minecraft/client/settings/GameSettings$Options
field_147045_u,field_147045_u,net/minecraft/client/renderer/InventoryEffectRenderer
field_75275_a,entityObj,net/minecraft/entity/ai/EntityAIRestrictOpenDoor
NOT_POSSIBLE_HERE,NOT_POSSIBLE_HERE,net/minecraft/entity/player/EntityPlayer$EnumStatus
field_70162_ai,chunkCoordY,net/minecraft/entity/Entity
field_76789_p,mushroomIsland,net/minecraft/world/biome/BiomeGenBase
field_149316_d,field_149316_d,net/minecraft/network/play/server/S3EPacketTeams
field_150907_b,field_150907_b,net/minecraft/item/ItemFishFood
field_149781_w,blockResistance,net/minecraft/block/Block
field_96691_E,chatScale,net/minecraft/client/settings/GameSettings
field_145872_l,shouldHeadBeRendered,net/minecraft/tileentity/TileEntityPiston
field_145765_c,field_145765_c,net/minecraft/command/server/CommandBlockLogic
field_146371_g,field_146371_g,net/minecraft/client/multiplayer/GuiConnecting
field_149615_a,field_149615_a,net/minecraft/network/play/client/C09PacketHeldItemChange
field_147369_b,playerEntity,net/minecraft/network/NetHandlerPlayServer
NORMAL,NORMAL,net/minecraft/world/EnumDifficulty
field_150274_f,syncLock,net/minecraft/util/ChatComponentTranslation
field_150128_a,field_150128_a,net/minecraft/block/BlockLeaves
field_150081_b,innerTopIcon,net/minecraft/block/BlockPistonBase
field_149265_c,field_149265_c,net/minecraft/network/play/server/S26PacketMapChunkBulk
field_78774_b,netClientHandler,net/minecraft/client/multiplayer/PlayerControllerMP
field_76887_g,theBiomeCache,net/minecraft/world/biome/BiomeCache$Block
field_150581_V,megaTaigaHills,net/minecraft/world/biome/BiomeGenBase
field_74370_x,keyBindLeft,net/minecraft/client/settings/GameSettings
field_71494_a,theCrashReport,net/minecraft/crash/CrashReport$1
field_110295_bF,jumpRearingCounter,net/minecraft/entity/passive/EntityHorse
field_76053_b,count,net/minecraft/util/IntHashMap
field_135019_a,languages,net/minecraft/client/resources/data/LanguageMetadataSection
field_147428_e,field_147428_e,net/minecraft/world/gen/ChunkProviderGenerate
field_75647_c,posY,net/minecraft/entity/ai/EntityMoveHelper
field_150614_aC,field_150614_aC,net/minecraft/world/biome/BiomeGenJungle
CHAT_COLOR,CHAT_COLOR,net/minecraft/client/settings/GameSettings$Options
field_149923_M,field_149923_M,net/minecraft/block/BlockHopper
field_90028_b,theEntityRenderer,net/minecraft/client/renderer/EntityRenderer$3
field_147211_a,field_147211_a,net/minecraft/command/server/CommandBanIp
field_71078_a,theInventoryEnderChest,net/minecraft/entity/player/EntityPlayer
field_70550_a,particleIcon,net/minecraft/client/particle/EntityFX
field_71299_R,timeOfLastWarning,net/minecraft/server/MinecraftServer
field_96654_d,scorePlayerName,net/minecraft/scoreboard/Score
field_150438_bZ,hopper,net/minecraft/init/Blocks
field_150439_ay,lit_redstone_ore,net/minecraft/init/Blocks
field_148732_d,field_148732_d,net/minecraft/client/audio/SoundEventAccessorComposite
field_74347_j,fancyGraphics,net/minecraft/client/settings/GameSettings
field_110687_G,muleLeftChest,net/minecraft/client/model/ModelHorse
field_78506_S,fovModifierHandPrev,net/minecraft/client/renderer/EntityRenderer
field_150190_P,field_150190_P,net/minecraft/block/BlockQuartz
field_147308_k,field_147308_k,net/minecraft/client/network/NetHandlerPlayClient
field_73233_x,scatteredFeatureGenerator,net/minecraft/world/gen/ChunkProviderGenerate
field_150101_M,field_150101_M,net/minecraft/block/BlockPane
field_149495_f,field_149495_f,net/minecraft/network/play/client/C13PacketPlayerAbilities
field_149163_b,field_149163_b,net/minecraft/network/play/server/S19PacketEntityStatus
field_71305_c,worldServers,net/minecraft/server/MinecraftServer
field_150388_bm,nether_wart,net/minecraft/init/Blocks
field_77606_a,smeltingBase,net/minecraft/item/crafting/FurnaceRecipes
field_146466_f,bookGuiTextures,net/minecraft/client/gui/GuiScreenBook
field_78522_j,rainYCoords,net/minecraft/client/renderer/EntityRenderer
field_151513_e,field_151513_e,net/minecraft/entity/EntityList$EntityEggInfo
field_70500_g,matrix,net/minecraft/entity/item/EntityMinecart
field_78949_a,entityPosX,net/minecraft/client/renderer/EntitySorter
field_74910_c,tablePosition,net/minecraft/world/gen/structure/StructureVillagePieces$WoodHut
field_71317_u,serverRunning,net/minecraft/server/MinecraftServer
field_151276_c,eventLoops,net/minecraft/network/NetworkSystem
field_73178_j,netherNoiseGen1,net/minecraft/world/gen/ChunkProviderHell
field_150371_ca,quartz_block,net/minecraft/init/Blocks
FRAGMENT,FRAGMENT,net/minecraft/client/shader/ShaderLoader$ShaderType
field_148655_c,field_148655_c,net/minecraft/client/audio/SoundPoolEntry
field_149792_b,field_149792_b,net/minecraft/block/BlockHugeMushroom
field_146483_y,bookPages,net/minecraft/client/gui/GuiScreenBook
field_75264_e,randPosZ,net/minecraft/entity/ai/EntityAIPanic
field_75627_a,entityEggs,net/minecraft/entity/EntityList
field_71097_bO,field_71097_bO,net/minecraft/entity/player/EntityPlayer
field_75554_b,villagerPositionsList,net/minecraft/village/VillageCollection
field_74996_b,field_74996_b,net/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing
field_146147_o,field_146147_o,net/minecraft/client/gui/inventory/GuiBeacon$ConfirmButton
field_76214_b,centerX,net/minecraft/world/storage/MapData$MapCoord
$VALUES,$VALUES,net/minecraft/network/play/client/C02PacketUseEntity$Action
field_148909_a,field_148909_a,net/minecraft/network/play/server/S2DPacketOpenWindow
$VALUES,$VALUES,net/minecraft/world/EnumSkyBlock
field_70130_N,width,net/minecraft/entity/Entity
field_148315_b,field_148315_b,net/minecraft/client/resources/ResourcePackListEntry
field_148037_k,field_148037_k,net/minecraft/client/shader/ShaderGroup
field_149567_a,field_149567_a,net/minecraft/network/play/client/C02PacketUseEntity
field_75947_j,leaveGameStat,net/minecraft/stats/StatList
field_148118_a,field_148118_a,net/minecraft/client/util/JsonBlendingMode
field_76295_d,theMinimumChanceToGenerateItem,net/minecraft/util/WeightedRandomChestContent
field_75432_d,movePosZ,net/minecraft/entity/ai/EntityAIMoveTowardsRestriction
field_152631_f,field_152631_f,net/minecraft/client/renderer/RenderBlocks
field_78782_b,textureOffsetY,net/minecraft/client/model/TextureOffset
field_147998_g,field_147998_g,net/minecraft/client/shader/ShaderManager
field_75839_a,xCoord,net/minecraft/pathfinding/PathPoint
field_75932_A,playerKillsStat,net/minecraft/stats/StatList
field_110502_a,field_110502_a,net/minecraft/client/resources/data/IMetadataSerializer$Registration
field_111114_c,shouldWatch,net/minecraft/entity/ai/attributes/BaseAttribute
field_149860_M,field_149860_M,net/minecraft/block/BlockFlower
field_148761_e,field_148761_e,net/minecraft/util/RegistryNamespacedDefaultedByKey
field_75863_g,isPathingInWater,net/minecraft/pathfinding/PathFinder
field_147888_x,aoLightValueScratchXYZNNN,net/minecraft/client/renderer/RenderBlocks
field_70165_t,posX,net/minecraft/entity/Entity
field_111105_a,field_111105_a,net/minecraft/entity/monster/EntitySpider$GroupData
field_73138_k,motionY,net/minecraft/entity/EntityTrackerEntry
field_151110_aK,egg,net/minecraft/init/Items
field_148299_g,field_148299_g,net/minecraft/client/gui/ServerListEntryNormal
field_110865_p,zombieTextures,net/minecraft/client/renderer/entity/RenderZombie
field_145924_q,field_145924_q,net/minecraft/tileentity/TileEntityEnchantmentTable
frame,frame,net/minecraft/realms/RealmsEditBox
field_78252_a,posX1,net/minecraft/client/model/ModelBox
field_73087_g,partiallyDestroyedBlockY,net/minecraft/server/management/ItemInWorldManager
field_110912_f,witherTextures,net/minecraft/client/renderer/entity/RenderWither
field_147520_b,field_147520_b,net/minecraft/client/renderer/tileentity/TileEntityEnderChestRenderer
Connected,Connected,net/minecraft/client/stream/ChatController$ChatState
field_151018_J,stone_hoe,net/minecraft/init/Items
field_70859_f,squidYaw,net/minecraft/entity/passive/EntitySquid
field_92086_a,isBlank,net/minecraft/entity/DataWatcher
field_94244_i,currentAngle,net/minecraft/client/renderer/texture/TextureCompass
field_146494_r,keyBindingList,net/minecraft/client/gui/GuiControls
field_153052_j,field_153052_j,net/minecraft/client/stream/IngestServerTester
field_146213_o,isFocused,net/minecraft/client/gui/GuiTextField
field_75074_b,boundingBox,net/minecraft/world/gen/structure/StructureStart
field_78330_e,scaleFactor,net/minecraft/client/gui/ScaledResolution
field_82914_M,spawnableCaveCreatureList,net/minecraft/world/biome/BiomeGenBase
field_75151_b,inventorySlots,net/minecraft/inventory/Container
field_147102_bM,logger,net/minecraft/entity/player/EntityPlayerMP
field_146251_k,field_146251_k,net/minecraft/client/gui/GuiNewChat
field_148981_a,field_148981_a,net/minecraft/network/play/server/S0BPacketAnimation
field_73260_f,flagsYAreasToUpdate,net/minecraft/server/management/PlayerManager$PlayerInstance
field_152730_c,field_152730_c,net/minecraft/server/management/PreYggdrasilConverter
field_76421_d,moveSlowdown,net/minecraft/potion/Potion
field_78179_f,wolfLeg4,net/minecraft/client/model/ModelWolf
field_147551_g,field_147551_g,net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher
field_70722_aY,prevLimbSwingAmount,net/minecraft/entity/EntityLivingBase
field_152356_J,field_152356_J,net/minecraft/client/Minecraft
field_149530_a,field_149530_a,net/minecraft/network/play/client/C15PacketClientSettings
ReadyToBroadcast,ReadyToBroadcast,net/minecraft/client/stream/BroadcastController$BroadcastState
field_85165_a,field_85165_a,net/minecraft/world/gen/structure/MapGenStructure$2
field_72701_a,theWorldServer,net/minecraft/server/management/PlayerManager
field_151580_n,cloth,net/minecraft/block/material/Material
field_76335_c,field_76335_c,net/minecraft/util/MouseFilter
field_153017_o,field_153017_o,net/minecraft/client/stream/ChatController
PLAYERS,PLAYERS,net/minecraft/client/audio/SoundCategory
proxy,proxy,net/minecraft/realms/RealmsButton
field_82862_h,thePlayer,net/minecraft/inventory/ContainerPlayer
field_75459_b,theEntity,net/minecraft/entity/ai/EntityAINearestAttackableTarget$Sorter
field_146330_J,field_146330_J,net/minecraft/client/gui/GuiCreateWorld
field_70764_aw,field_70764_aw,net/minecraft/entity/EntityLivingBase
field_110583_b,listTickables,net/minecraft/client/renderer/texture/TextureManager
field_77330_e,featherFalling,net/minecraft/enchantment/Enchantment
field_152803_a,field_152803_a,net/minecraft/client/resources/SkinManager$3$1
field_73012_v,rand,net/minecraft/world/World
field_77928_m,potionAmplifiers,net/minecraft/potion/PotionHelper
field_146302_g,field_146302_g,net/minecraft/client/gui/GuiScreenServerList
field_147569_p,rawBufferIndex,net/minecraft/client/renderer/Tessellator
field_78010_h,efficiencyOnProperMaterial,net/minecraft/item/Item$ToolMaterial
field_74755_a,data,net/minecraft/nbt/NBTTagDouble
field_147228_b,logger,net/minecraft/client/network/OldServerPinger
field_152395_am,field_152395_am,net/minecraft/client/settings/GameSettings
field_145946_k,brewTime,net/minecraft/tileentity/TileEntityBrewingStand
field_71475_ae,serverName,net/minecraft/client/Minecraft
field_78539_ae,fogColor1,net/minecraft/client/renderer/EntityRenderer
field_73071_a,demoWorldSettings,net/minecraft/world/demo/DemoWorldServer
field_72773_u,cloudTickCounter,net/minecraft/client/renderer/RenderGlobal
field_151230_b,field_151230_b,net/minecraft/util/EnumTypeAdapterFactory$1
field_75355_c,entityPosY,net/minecraft/entity/ai/EntityAIDoorInteract
field_150830_a,field_150830_a,net/minecraft/tileentity/TileEntity$1
field_78202_a,squidBody,net/minecraft/client/model/ModelSquid
field_78427_b,renderChunkY,net/minecraft/client/renderer/RenderList
field_147064_C,field_147064_C,net/minecraft/client/gui/inventory/GuiContainerCreative
field_72750_J,countEntitiesHidden,net/minecraft/client/renderer/RenderGlobal
field_78037_j,tabCombat,net/minecraft/creativetab/CreativeTabs
field_150545_a,field_150545_a,net/minecraft/world/gen/feature/WorldGenBlockBlob
field_148989_e,field_148989_e,net/minecraft/network/play/server/S11PacketSpawnExperienceOrb
field_111053_a,numericVariablePattern,net/minecraft/util/StringTranslate
field_148227_l,field_148227_l,net/minecraft/client/gui/GuiCreateFlatWorld$Details
field_151090_cj,record_mellohi,net/minecraft/init/Items
field_149249_b,field_149249_b,net/minecraft/network/play/server/S28PacketEffect
field_76809_f,clayGen,net/minecraft/world/biome/BiomeDecorator
field_146564_i,field_146564_i,net/minecraft/client/gui/achievement/GuiAchievements
field_78287_e,glyphWidth,net/minecraft/client/gui/FontRenderer
field_149046_k,field_149046_k,net/minecraft/network/play/server/S0FPacketSpawnMob
field_150364_r,log,net/minecraft/init/Blocks
field_149770_b,unlocalizedName,net/minecraft/block/Block
field_147601_k,prevChunkSortZ,net/minecraft/client/renderer/RenderGlobal
LOGIN,LOGIN,net/minecraft/network/EnumConnectionState
field_149455_e,field_149455_e,net/minecraft/network/play/server/S18PacketEntityTeleport
field_72659_h,clientSocket,net/minecraft/network/rcon/RConThreadClient
field_149018_a,field_149018_a,net/minecraft/network/play/server/S0EPacketSpawnObject
field_77285_c,explosionY,net/minecraft/world/Explosion
field_150414_aQ,cake,net/minecraft/init/Blocks
field_147081_y,field_147081_y,net/minecraft/client/gui/GuiEnchantment
field_110862_k,skeletonTextures,net/minecraft/client/renderer/entity/RenderSkeleton
field_111177_e,field_111177_e,net/minecraft/entity/ai/EntityAIRunAroundLikeCrazy
field_82332_a,hangingDirection,net/minecraft/entity/EntityHanging
field_78830_c,nameinLowerCase,net/minecraft/client/gui/GuiPlayerInfo
field_145789_f,field_145789_f,net/minecraft/entity/projectile/EntityArrow
field_110826_a,steveTextures,net/minecraft/client/renderer/entity/RenderPlayer
isEditable,isEditable,net/minecraft/realms/RealmsEditBox
field_146508_h,field_146508_h,net/minecraft/client/gui/GuiScreenOptionsSounds
field_70757_a,livingSoundTime,net/minecraft/entity/EntityLiving
field_73723_d,field_73723_d,net/minecraft/client/LoadingScreenRenderer
field_75273_a,theEntity,net/minecraft/entity/ai/EntityAIRestrictSun
field_70256_ap,knockbackStrength,net/minecraft/entity/projectile/EntityArrow
field_146355_a,parentScreen,net/minecraft/client/gui/GuiYesNo
SYSTEM,SYSTEM,net/minecraft/entity/player/EntityPlayer$EnumChatVisibility
field_78538_z,mouseFilterDummy3,net/minecraft/client/renderer/EntityRenderer
field_75909_a,parent,net/minecraft/world/gen/layer/GenLayer
field_149326_d,field_149326_d,net/minecraft/network/play/server/S3CPacketUpdateScore
SALMON,SALMON,net/minecraft/item/ItemFishFood$FishType
field_98287_c,field_98287_c,net/minecraft/tileentity/MobSpawnerBaseLogic
field_149629_a,field_149629_a,net/minecraft/network/play/client/C10PacketCreativeInventoryAction
field_151288_b,field_151288_b,net/minecraft/network/NetHandlerPlayServer$1
field_96453_c,flipV,net/minecraft/client/renderer/IconFlipped
field_149578_g,field_149578_g,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_78454_c,equippedProgress,net/minecraft/client/renderer/ItemRenderer
field_73033_b,clientChunkProvider,net/minecraft/client/multiplayer/WorldClient
field_71496_a,theCrashReport,net/minecraft/crash/CrashReport$2
field_75378_b,farSpeed,net/minecraft/entity/ai/EntityAIAvoidEntity
field_150252_i,chatHoverEvent,net/minecraft/util/ChatStyle
field_149794_M,field_149794_M,net/minecraft/block/BlockHugeMushroom
field_82575_g,totalTime,net/minecraft/world/storage/WorldInfo
field_147638_c,logger,net/minecraft/client/renderer/texture/LayeredTexture
field_150585_R,roofedForest,net/minecraft/world/biome/BiomeGenBase
field_85038_e,aiAttackOnCollide,net/minecraft/entity/monster/EntitySkeleton
field_147696_d,field_147696_d,net/minecraft/client/audio/SoundHandler
field_147065_z,wasClicking,net/minecraft/client/gui/inventory/GuiContainerCreative
field_147864_al,brightnessTopLeft,net/minecraft/client/renderer/RenderBlocks
field_146395_f,field_146395_f,net/minecraft/client/gui/ScreenChatOptions
field_147381_q,lastPosZ,net/minecraft/network/NetHandlerPlayServer
field_146606_s,field_146606_s,net/minecraft/client/gui/GuiSnooper
field_152317_g,field_152317_g,net/minecraft/client/gui/stream/GuiStreamOptions
GUI_SCALE,GUI_SCALE,net/minecraft/client/settings/GameSettings$Options
field_150691_e,allowedInChat,net/minecraft/event/HoverEvent$Action
field_78146_d,leg2,net/minecraft/client/model/ModelQuadruped
field_82630_a,x,net/minecraft/dispenser/PositionImpl
field_149156_b,field_149156_b,net/minecraft/network/play/server/S27PacketExplosion
field_150593_e,height_LowPlains,net/minecraft/world/biome/BiomeGenBase
field_74337_g,anaglyph,net/minecraft/client/settings/GameSettings
field_152696_d,field_152696_d,net/minecraft/server/management/UserList
field_110690_C,frontLeftHoof,net/minecraft/client/model/ModelHorse
field_147300_g,clientWorldController,net/minecraft/client/network/NetHandlerPlayClient
field_78917_C,bytesDrawn,net/minecraft/client/renderer/WorldRenderer
field_73226_t,caveGenerator,net/minecraft/world/gen/ChunkProviderGenerate
field_82698_d,cachedBlockMetadata,net/minecraft/world/gen/ChunkProviderFlat
field_153203_j,field_153203_j,net/minecraft/client/renderer/OpenGlHelper
field_152632_a,field_152632_a,net/minecraft/client/util/RenderDistanceSorter
field_151194_g,field_151194_g,net/minecraft/util/HttpUtil$1
field_76779_k,sky,net/minecraft/world/biome/BiomeGenBase
field_148079_b,staticShaderLinkHelper,net/minecraft/client/shader/ShaderLinkHelper
field_72312_c,blockY,net/minecraft/util/MovingObjectPosition
field_82880_z,showCape,net/minecraft/client/settings/GameSettings
field_148622_c,sndHandler,net/minecraft/client/audio/SoundManager
field_75613_a,spawnedID,net/minecraft/entity/EntityList$EntityEggInfo
field_75096_f,flySpeed,net/minecraft/entity/player/PlayerCapabilities
field_146150_o,field_146150_o,net/minecraft/client/gui/inventory/GuiBeacon$PowerButton
field_147146_q,field_147146_q,net/minecraft/server/MinecraftServer
field_148914_a,field_148914_a,net/minecraft/network/play/server/S30PacketWindowItems
field_148204_l,field_148204_l,net/minecraft/client/gui/GuiResourcePackList
field_146298_h,field_146298_h,net/minecraft/client/gui/GuiScreen
field_110717_i,horseFaceRopes,net/minecraft/client/model/ModelHorse
field_78526_w,mouseFilterYAxis,net/minecraft/client/renderer/EntityRenderer
field_148325_a,field_148325_a,net/minecraft/client/gui/GuiOptionsRowList$Row
field_78929_j,posYClip,net/minecraft/client/renderer/WorldRenderer
field_71109_bG,cameraYaw,net/minecraft/entity/player/EntityPlayer
field_78562_g,modelviewMatrixBuffer,net/minecraft/client/renderer/culling/ClippingHelperImpl
field_149414_d,field_149414_d,net/minecraft/network/play/server/S12PacketEntityVelocity
field_150921_b,field_150921_b,net/minecraft/item/ItemDye
field_72400_f,mcServer,net/minecraft/server/management/ServerConfigurationManager
INTERACT,INTERACT,net/minecraft/network/play/client/C02PacketUseEntity$Action
field_150004_a,field_150004_a,net/minecraft/block/BlockSlab
